Chromosome/scaffold name,Start (bp),End (bp),Feature type
20,62777000,62777201,Promoter
22,25402200,25406401,Promoter
22,44675801,44676001,Promoter
11,44957000,44957401,Promoter
1,228080800,228086601,Promoter
1,82846800,82848401,Promoter
18,47174400,47177000,Promoter
14,19053400,19053601,Promoter
5,51389200,51390601,Promoter
12,110456200,110456601,Promoter
17,17182200,17182801,Promoter
5,141882600,141883801,Promoter
19,14474800,14475801,Promoter
1,200668400,200671601,Promoter
X,119573200,119576201,Promoter
19,55079800,55082401,Promoter
19,36685801,36689200,Promoter
2,64636600,64636801,Promoter
3,75579401,75580401,Promoter
21,29939000,29940401,Promoter
8,109643400,109645801,Promoter
19,17859000,17862401,Promoter
22,50700200,50700601,Promoter
3,36988600,36995001,Promoter
2,217917400,217918001,Promoter
22,22722000,22722201,Promoter
10,92571600,92575601,Promoter
14,55270401,55274401,Promoter
3,10505200,10506001,Promoter
19,3141800,3142401,Promoter
22,24494401,24495201,Promoter
6,170160201,170160401,Promoter
19,17686000,17689001,Promoter
19,55640000,55645001,Promoter
12,6922800,6923201,Promoter
19,4337800,4339201,Promoter
15,90529000,90532001,Promoter
2,36372000,36372201,Promoter
16,50244200,50247401,Promoter
19,33298200,33305201,Promoter
19,17951800,17952801,Promoter
11,72218000,72218201,Promoter
6,3055800,3056201,Promoter
11,107856201,107860600,Promoter
1,27934600,27937001,Promoter
9,124414000,124416001,Promoter
3,38452800,38456801,Promoter
19,18160600,18162001,Promoter
11,64299200,64300001,Promoter
3,174860200,174860400,Promoter
19,58540800,58541001,Promoter
16,53207200,53211801,Promoter
21,10521001,10523000,Promoter
1,25541600,25545601,Promoter
1,6463400,6467400,Promoter
8,38994200,39000401,Promoter
19,11355000,11357001,Promoter
1,111469200,111469401,Promoter
21,43814800,43815201,Promoter
15,74778800,74791001,Promoter
12,122729800,122731401,Promoter
7,17937600,17941801,Promoter
5,96582200,96582401,Promoter
14,54899600,54903801,Promoter
15,34364800,34368801,Promoter
7,19112200,19119401,Promoter
5,179549201,179552801,Promoter
6,10886001,10888201,Promoter
2,75646001,75648401,Promoter
20,63235600,63236200,Promoter
15,101498200,101499001,Promoter
8,57746400,57746600,Promoter
4,992200,994001,Promoter
16,85314000,85314201,Promoter
16,56612000,56612401,Promoter
13,48403000,48404201,Promoter
13,50842200,50842401,Promoter
15,75621800,75622001,Promoter
17,79005400,79005801,Promoter
18,43275800,43277801,Promoter
10,17175400,17175801,Promoter
6,31571000,31584401,Promoter
7,87873600,87879001,Promoter
5,25440800,25446201,Promoter
16,84598600,84601201,Promoter
15,43514400,43515801,Promoter
2,157784600,157785201,Promoter
17,75700400,75700601,Promoter
14,105742601,105744600,Promoter
2,108718400,108723001,Promoter
20,16571600,16576001,Promoter
20,1378600,1378801,Promoter
10,14655000,14656001,Promoter
5,122310401,122314201,Promoter
9,133060800,133061201,Promoter
11,128499000,128499201,Promoter
12,7107000,7109801,Promoter
5,54646400,54647201,Promoter
1,33035200,33037601,Promoter
7,137990400,137993001,Promoter
1,19287401,19289401,Promoter
18,63586800,63587401,Promoter
8,106215401,106215800,Promoter
1,154177400,154177801,Promoter
2,192035801,192036201,Promoter
X,140090800,140092201,Promoter
X,55159601,55162400,Promoter
7,103987200,103991001,Promoter
17,47224200,47224601,Promoter
3,141410000,141410601,Promoter
3,16801400,16801601,Promoter
14,73591001,73593201,Promoter
11,77818800,77823201,Promoter
21,32277401,32280201,Promoter
8,100496200,100496401,Promoter
16,23594201,23597401,Promoter
17,2795000,2798001,Promoter
12,9975400,9976401,Promoter
12,57216200,57217401,Promoter
1,231416200,231424001,Promoter
5,996600,997401,Promoter
22,32042600,32045400,Promoter
X,155880400,155882601,Promoter
1,204406000,204413601,Promoter
2,236262601,236264401,Promoter
12,75472200,75472401,Promoter
19,12364001,12366600,Promoter
14,74863200,74863601,Promoter
16,57619400,57622201,Promoter
2,136764600,136766401,Promoter
2,149585000,149588600,Promoter
2,74439000,74443201,Promoter
15,92899200,92909001,Promoter
20,51731800,51732601,Promoter
17,35345200,35347001,Promoter
7,2687800,2689001,Promoter
X,153904000,153905401,Promoter
8,95070400,95071401,Promoter
10,52312800,52317801,Promoter
X,143632000,143636601,Promoter
10,72328000,72328801,Promoter
5,172758000,172758401,Promoter
17,74465200,74469001,Promoter
20,21302200,21305401,Promoter
17,17811800,17812401,Promoter
1,35506200,35506401,Promoter
7,72923800,72926601,Promoter
1,155016800,155018601,Promoter
6,4133200,4137001,Promoter
1,112617200,112623001,Promoter
1,155320400,155326201,Promoter
12,124564200,124569201,Promoter
2,27122800,27124600,Promoter
X,68701600,68702001,Promoter
15,41230001,41233201,Promoter
7,22215800,22220401,Promoter
9,228000,228401,Promoter
11,33699800,33701601,Promoter
2,105143200,105145001,Promoter
21,31871200,31876001,Promoter
15,65777000,65777601,Promoter
10,132448600,132449801,Promoter
18,32022200,32022401,Promoter
13,51583001,51587401,Promoter
19,9322801,9325800,Promoter
1,158177200,158178401,Promoter
13,18211601,18214600,Promoter
6,122778800,122783001,Promoter
15,39922200,39922401,Promoter
10,32985800,32986801,Promoter
15,72226400,72233001,Promoter
4,158521401,158522001,Promoter
16,28750000,28751401,Promoter
1,43932001,43932201,Promoter
4,103098400,103100201,Promoter
4,37244600,37245201,Promoter
19,10423200,10423801,Promoter
1,16888400,16890201,Promoter
15,99005600,99006000,Promoter
5,162036400,162038000,Promoter
18,76387000,76387201,Promoter
16,28536400,28539601,Promoter
19,54311600,54312201,Promoter
17,17032200,17032601,Promoter
22,43150400,43154801,Promoter
14,78404000,78404200,Promoter
6,110355800,110356601,Promoter
22,38305600,38306001,Promoter
16,10886400,10886801,Promoter
15,45650000,45650801,Promoter
16,29265600,29266401,Promoter
2,55229800,55230201,Promoter
19,45690600,45694201,Promoter
16,3876600,3876801,Promoter
15,101242400,101242801,Promoter
3,60010200,60011401,Promoter
6,26182800,26185201,Promoter
17,16443600,16444201,Promoter
14,74762400,74767601,Promoter
11,22191801,22195200,Promoter
7,102514800,102519001,Promoter
19,664400,664601,Promoter
3,122088800,122089001,Promoter
20,20050801,20053800,Promoter
3,192915000,192919001,Promoter
4,152100000,152103401,Promoter
14,82642001,82643600,Promoter
17,614400,615201,Promoter
2,127217600,127221600,Promoter
13,99432400,99433601,Promoter
3,101572400,101577001,Promoter
3,172595800,172596401,Promoter
6,154359000,154359401,Promoter
1,229337800,229344801,Promoter
1,1916801,1917401,Promoter
20,36644000,36646801,Promoter
3,27368600,27369801,Promoter
6,32472800,32474001,Promoter
1,150320401,150323001,Promoter
4,15010000,15010401,Promoter
19,487800,490801,Promoter
20,3676201,3682801,Promoter
7,75484200,75487800,Promoter
15,51843000,51843201,Promoter
18,21828201,21832000,Promoter
9,96020600,96023401,Promoter
8,17576000,17576201,Promoter
7,138663600,138665401,Promoter
12,121391800,121392401,Promoter
20,25223400,25223601,Promoter
2,227163001,227165600,Promoter
6,32966400,32975801,Promoter
3,157499200,157500201,Promoter
X,48507800,48510400,Promoter
1,155084000,155086401,Promoter
12,53064600,53065401,Promoter
6,43222400,43222601,Promoter
12,67592800,67593001,Promoter
2,166373200,166377001,Promoter
5,178152600,178154801,Promoter
1,42785000,42786001,Promoter
12,31715400,31716001,Promoter
1,89762000,89762201,Promoter
12,56628000,56637601,Promoter
19,32690000,32695201,Promoter
17,77439600,77440001,Promoter
3,49553000,49553201,Promoter
X,54178800,54184201,Promoter
1,980201,982600,Promoter
19,4829000,4832801,Promoter
15,97652601,97653400,Promoter
10,69801200,69804201,Promoter
3,195616400,195617201,Promoter
7,37341200,37343401,Promoter
6,155183400,155185801,Promoter
17,77388200,77388601,Promoter
2,109759800,109761601,Promoter
12,70634401,70637601,Promoter
13,111186800,111187201,Promoter
17,74434400,74434601,Promoter
5,178235000,178235601,Promoter
3,184560600,184564801,Promoter
9,124282000,124282201,Promoter
9,126428800,126429001,Promoter
11,118317800,118318001,Promoter
1,93616200,93616401,Promoter
1,110960400,110965400,Promoter
1,2523200,2531201,Promoter
1,241531200,241534401,Promoter
17,4565800,4566001,Promoter
9,32999800,33002801,Promoter
5,88828800,88830401,Promoter
12,54262200,54262401,Promoter
12,79685400,79693201,Promoter
12,109716000,109717001,Promoter
13,48538400,48539401,Promoter
17,10614400,10614801,Promoter
1,26023200,26024801,Promoter
6,158003600,158003801,Promoter
7,75913800,75917201,Promoter
17,72727600,72727801,Promoter
17,64260400,64265001,Promoter
X,16785200,16788201,Promoter
X,106725801,106729400,Promoter
3,172692800,172693001,Promoter
4,183796601,183799201,Promoter
17,7684400,7690201,Promoter
3,69012000,69014801,Promoter
8,143573200,143574001,Promoter
8,85219000,85222801,Promoter
3,15633400,15633601,Promoter
5,140590200,140590601,Promoter
22,46581600,46581801,Promoter
8,22981000,22981201,Promoter
19,8568800,8578001,Promoter
X,45198600,45201001,Promoter
8,41797200,41798601,Promoter
1,42941800,42942801,Promoter
7,135208200,135208401,Promoter
5,190800,194000,Promoter
1,11650200,11651001,Promoter
11,49434001,49434600,Promoter
3,112564200,112564401,Promoter
9,14180800,14181601,Promoter
12,132581801,132583801,Promoter
19,16540800,16544001,Promoter
13,46175200,46184801,Promoter
1,1758800,1759001,Promoter
X,129979000,129985201,Promoter
11,126997400,127001201,Promoter
1,16520400,16522001,Promoter
2,181954000,181955001,Promoter
18,976001,977800,Promoter
4,158182800,158183200,Promoter
6,151239401,151243401,Promoter
7,90320801,90321600,Promoter
15,75322401,75322800,Promoter
3,136957800,136959201,Promoter
10,68070401,68076200,Promoter
19,12880000,12882601,Promoter
16,14693000,14695000,Promoter
3,16933000,16933201,Promoter
2,233418600,233424001,Promoter
6,63571000,63577001,Promoter
19,10501000,10504001,Promoter
16,48606400,48606801,Promoter
22,39286400,39287001,Promoter
7,725600,728801,Promoter
1,156160600,156162001,Promoter
16,50024400,50027201,Promoter
13,106376600,106377201,Promoter
7,151250800,151253201,Promoter
15,81099000,81099401,Promoter
5,6704200,6704401,Promoter
5,113516200,113516401,Promoter
3,184185000,184187801,Promoter
X,73561801,73565400,Promoter
7,100581400,100581801,Promoter
14,91349400,91349601,Promoter
7,40545400,40547201,Promoter
17,3666600,3670201,Promoter
17,63752000,63752201,Promoter
17,7173200,7173401,Promoter
8,142401600,142404401,Promoter
12,10165800,10166001,Promoter
9,19787801,19789400,Promoter
8,119873200,119876600,Promoter
1,27606400,27606601,Promoter
17,78718200,78718401,Promoter
19,53865200,53871801,Promoter
13,36818201,36822001,Promoter
1,22070000,22070401,Promoter
1,151055200,151063401,Promoter
X,153722000,153728001,Promoter
9,112061400,112061801,Promoter
X,132409600,132410601,Promoter
19,48554000,48554401,Promoter
12,55715400,55718601,Promoter
22,50577600,50578801,Promoter
1,115284200,115284401,Promoter
12,64450800,64454401,Promoter
18,34220201,34225401,Promoter
21,33914000,33916401,Promoter
16,2158000,2158201,Promoter
4,78645400,78646801,Promoter
6,20210400,20213801,Promoter
1,59813801,59816801,Promoter
21,17902000,17902401,Promoter
1,228121400,228121601,Promoter
9,83621800,83624801,Promoter
19,43933800,43936200,Promoter
4,168655000,168655601,Promoter
X,66163800,66166200,Promoter
1,153987800,153988001,Promoter
7,105875200,105878601,Promoter
10,104267200,104270200,Promoter
15,58248000,58248801,Promoter
6,124961000,124966401,Promoter
14,81434400,81437401,Promoter
14,23284200,23287601,Promoter
16,21499000,21503601,Promoter
19,17107400,17108801,Promoter
13,75790600,75791400,Promoter
15,100529400,100529801,Promoter
2,191022800,191023201,Promoter
17,64084000,64084201,Promoter
1,156590800,156593001,Promoter
19,39530800,39531001,Promoter
17,76074000,76075201,Promoter
9,124291000,124292201,Promoter
21,46226200,46230801,Promoter
8,79610800,79615801,Promoter
4,190017800,190018400,Promoter
3,141530200,141530601,Promoter
12,63665601,63669601,Promoter
16,21918600,21919001,Promoter
10,3500400,3500801,Promoter
2,110676200,110679801,Promoter
14,90616000,90616401,Promoter
4,152935200,152939001,Promoter
5,1645000,1645201,Promoter
17,44197600,44201601,Promoter
9,93138600,93139401,Promoter
6,12717201,12717801,Promoter
13,75548800,75551401,Promoter
9,130893000,130894201,Promoter
14,73452000,73452401,Promoter
6,7137000,7138201,Promoter
10,97406600,97406801,Promoter
8,132479800,132481601,Promoter
19,49555800,49558201,Promoter
19,53977600,53983401,Promoter
22,36409200,36411001,Promoter
19,51439600,51440201,Promoter
11,64237200,64238001,Promoter
16,89863800,89864401,Promoter
9,104091200,104092201,Promoter
7,71130800,71134401,Promoter
6,3258200,3261001,Promoter
16,11349800,11350401,Promoter
13,44433200,44438001,Promoter
19,39428200,39429201,Promoter
8,100143400,100146401,Promoter
4,38511000,38511201,Promoter
18,832000,832401,Promoter
9,134404000,134404201,Promoter
3,126528600,126529201,Promoter
11,67606000,67608201,Promoter
19,7500600,7501800,Promoter
16,15932001,15932400,Promoter
19,29680200,29681201,Promoter
1,145822000,145826001,Promoter
19,54593800,54595001,Promoter
15,75732800,75733001,Promoter
11,9756000,9756401,Promoter
10,60299401,60301001,Promoter
9,15551800,15554600,Promoter
1,165635000,165635201,Promoter
4,81213001,81216201,Promoter
X,152768600,152771000,Promoter
1,176203800,176204201,Promoter
18,21107000,21113401,Promoter
X,131783800,131784201,Promoter
20,59835800,59837601,Promoter
7,117014600,117017601,Promoter
18,13378400,13379201,Promoter
8,143608200,143611001,Promoter
3,129975800,129976001,Promoter
2,39776800,39781801,Promoter
4,74932600,74935401,Promoter
5,68221000,68221201,Promoter
1,153789200,153791801,Promoter
9,136623600,136623801,Promoter
8,12607001,12608001,Promoter
5,74687800,74688001,Promoter
11,130447800,130453001,Promoter
6,109481400,109484401,Promoter
14,54485600,54486001,Promoter
1,32886200,32886601,Promoter
17,31274400,31274601,Promoter
5,115274800,115275001,Promoter
3,194484000,194488801,Promoter
5,39176600,39179401,Promoter
14,75426600,75431201,Promoter
19,46656601,46658601,Promoter
7,22563200,22564201,Promoter
17,68511000,68515601,Promoter
10,69336400,69336801,Promoter
1,115764401,115769201,Promoter
13,108268200,108273001,Promoter
8,7354200,7355800,Promoter
14,105905400,105905801,Promoter
10,36524001,36524601,Promoter
16,67225400,67228401,Promoter
12,101829000,101831601,Promoter
7,151438600,151439001,Promoter
2,195575800,195576601,Promoter
1,32426600,32427401,Promoter
5,134174000,134178201,Promoter
15,82646600,82646801,Promoter
12,132759600,132764401,Promoter
9,40103800,40104001,Promoter
3,122021201,122023000,Promoter
11,2376600,2384201,Promoter
19,35449800,35450201,Promoter
19,3169400,3170001,Promoter
19,36330000,36333000,Promoter
17,42152800,42156601,Promoter
4,184803200,184806401,Promoter
15,57223200,57224001,Promoter
11,63507600,63507801,Promoter
6,8775800,8776800,Promoter
1,203630600,203630801,Promoter
6,110882600,110883401,Promoter
3,52286200,52289001,Promoter
17,50631000,50631801,Promoter
2,64904400,64904801,Promoter
1,155686000,155691601,Promoter
4,2484600,2486001,Promoter
16,11344401,11346801,Promoter
2,65365200,65365401,Promoter
14,82692801,82693200,Promoter
9,125649800,125650601,Promoter
19,40805800,40807601,Promoter
3,139343201,139345801,Promoter
11,13461400,13464601,Promoter
5,1709800,1710401,Promoter
16,3442001,3445001,Promoter
21,17610200,17614000,Promoter
1,118039200,118039401,Promoter
14,100062600,100063201,Promoter
17,73090000,73090201,Promoter
19,12942400,12943001,Promoter
6,73262001,73264801,Promoter
9,134915000,134915401,Promoter
18,63890800,63891001,Promoter
2,201157600,201158801,Promoter
5,55989600,55997001,Promoter
11,44574400,44575401,Promoter
21,41952000,41957401,Promoter
9,99042600,99043001,Promoter
1,27631600,27631801,Promoter
15,90868600,90868801,Promoter
5,614800,615001,Promoter
7,22853600,22856601,Promoter
14,104603201,104603601,Promoter
20,59515200,59515801,Promoter
1,27391600,27394200,Promoter
6,166586400,166586801,Promoter
12,49056000,49061801,Promoter
11,121291800,121295201,Promoter
10,102916400,102921801,Promoter
12,49950400,49951401,Promoter
12,48954200,48955001,Promoter
2,144660800,144661601,Promoter
14,64601601,64602000,Promoter
9,95425401,95427800,Promoter
9,129035800,129038601,Promoter
18,7115800,7118400,Promoter
14,68941600,68941801,Promoter
5,92824001,92827800,Promoter
4,6763600,6763801,Promoter
21,41678400,41680001,Promoter
7,139339200,139343001,Promoter
1,26921000,26923401,Promoter
1,10387800,10388801,Promoter
12,109109801,109112401,Promoter
9,36165800,36167401,Promoter
11,63973800,63977001,Promoter
14,54783400,54783601,Promoter
12,122876200,122876401,Promoter
19,35514000,35514800,Promoter
1,227313400,227320001,Promoter
22,17781400,17781801,Promoter
16,90046600,90048401,Promoter
12,132329401,132330000,Promoter
6,72182201,72183600,Promoter
2,85852600,85854601,Promoter
11,4395200,4395401,Promoter
5,78548600,78549401,Promoter
X,15269600,15270401,Promoter
16,57358600,57359800,Promoter
6,125153201,125155600,Promoter
16,29465600,29468201,Promoter
6,36697800,36699001,Promoter
6,3743800,3744201,Promoter
5,39420800,39421201,Promoter
17,82547200,82547601,Promoter
6,89348800,89353801,Promoter
1,143874600,143876001,Promoter
19,14203600,14204001,Promoter
15,78620200,78621400,Promoter
2,209661400,209663401,Promoter
20,32040400,32040601,Promoter
